Date_Time,CO_sensor,month,week,day,day_of_year,day_of_week,hour,is_weekend,CO_sensor_lag_1,RH_lag_1,CO_sensor_lag_24,RH_lag_24,CO_sensor_lag_5_x,RH_lag_5_x,CO_sensor_lag_14_x,RH_lag_14_x,CO_sensor_lag_8_x,RH_lag_8_x,CO_sensor_lag_19_x,RH_lag_19_x,CO_sensor_lag_5_y,RH_lag_5_y,CO_sensor_lag_14_y,RH_lag_14_y,CO_sensor_lag_8_y,RH_lag_8_y,CO_sensor_lag_19_y,RH_lag_19_y,CO_sensor_window_mean_5,RH_window_mean_5,CO_sensor_window_std_5,RH_window_std_5,month_sin,month_cos,hour_sin,hour_cos
2004-05-19 06:00:00,980.0,5,21,19,140,2,6,0,848.0,49.2,1022.0,45.3,940.0,43.6,1158.0,19.5,1081.0,36.5,1138.0,22.8,940.0,43.6,1158.0,19.5,1081.0,36.5,1138.0,22.8,876.6,46.84,42.38867773356785,3.3396107557603942,0.5000000000000003,-0.8660254037844385,0.9976687691905392,-0.06824241336467089
2004-05-19 07:00:00,1408.0,5,21,19,140,2,7,0,980.0,52.1,1378.0,46.5,901.0,45.7,1346.0,20.5,1083.0,38.6,1244.0,20.0,901.0,45.7,1346.0,20.5,1083.0,38.6,1244.0,20.0,884.6,48.540000000000006,58.17903402429668,3.4399127895908617,0.5000000000000003,-0.8660254037844385,0.9422609221188205,-0.33487961217098616
2004-05-19 08:00:00,1716.0,5,21,19,140,2,8,0,1408.0,53.4,1745.0,39.7,848.0,44.3,1443.0,24.7,1069.0,43.0,1261.0,19.1,848.0,44.3,1443.0,24.7,1069.0,43.0,1261.0,19.1,986.0,50.08,242.8003294890686,3.571694275829196,0.5000000000000003,-0.8660254037844385,0.8169698930104421,-0.576680322114867
2004-05-19 09:00:00,1475.0,5,21,19,140,2,9,0,1716.0,46.8,1326.0,38.1,846.0,51.4,1440.0,27.0,940.0,43.6,1182.0,20.2,846.0,51.4,1440.0,27.0,940.0,43.6,1182.0,20.2,1159.6,50.58,386.9687325870144,2.6042273326249994,0.5000000000000003,-0.8660254037844385,0.631087944326053,-0.7757112907044197
2004-05-19 10:00:00,1262.0,5,21,19,140,2,10,0,1475.0,41.1,1215.0,27.0,848.0,49.2,1232.0,30.0,901.0,45.7,1208.0,18.9,848.0,49.2,1232.0,30.0,901.0,45.7,1208.0,18.9,1285.4,48.52,360.8958298456776,4.876166527097979,0.5000000000000003,-0.8660254037844385,0.3984010898462418,-0.9172113015054528
2004-05-19 11:00:00,1156.0,5,21,19,140,2,11,0,1262.0,28.9,1138.0,22.8,980.0,52.1,1159.0,33.4,848.0,44.3,1158.0,19.5,980.0,52.1,1159.0,33.4,848.0,44.3,1158.0,19.5,1368.2,44.459999999999994,271.99852940778976,9.964587297022897,0.5000000000000003,-0.8660254037844385,0.13616664909624665,-0.9906859460363308
2004-05-19 12:00:00,1192.0,5,21,19,140,2,12,0,1156.0,26.3,1244.0,20.0,1408.0,53.4,1081.0,36.5,846.0,51.4,1346.0,20.5,1408.0,53.4,1081.0,36.5,846.0,51.4,1346.0,20.5,1403.4,39.3,214.5152675219185,11.5700043215199,0.5000000000000003,-0.8660254037844385,-0.13616664909624643,-0.9906859460363308
2004-05-19 13:00:00,1233.0,5,21,19,140,2,13,0,1192.0,22.1,1261.0,19.1,1716.0,46.8,1083.0,38.6,848.0,49.2,1443.0,24.7,1716.0,46.8,1083.0,38.6,848.0,49.2,1443.0,24.7,1360.2,33.04,234.20333046308343,10.446913419761264,0.5000000000000003,-0.8660254037844385,-0.3984010898462412,-0.9172113015054532
2004-05-19 14:00:00,1208.0,5,21,19,140,2,14,0,1233.0,22.9,1182.0,20.2,1475.0,41.1,1069.0,43.0,980.0,52.1,1440.0,27.0,1475.0,41.1,1069.0,43.0,980.0,52.1,1440.0,27.0,1263.6,28.26,124.83308856228892,7.677760090025421,0.5000000000000003,-0.8660254037844385,-0.6310879443260529,-0.7757112907044198
2004-05-19 15:00:00,1215.0,5,21,19,140,2,15,0,1208.0,22.6,1208.0,18.9,1262.0,28.9,940.0,43.6,1408.0,53.4,1232.0,30.0,1262.0,28.9,940.0,43.6,1408.0,53.4,1232.0,30.0,1210.2,24.56,40.23928428787299,2.937345740628175,0.5000000000000003,-0.8660254037844385,-0.8169698930104419,-0.5766803221148673
2004-05-19 16:00:00,1251.0,5,21,19,140,2,16,0,1215.0,21.0,1158.0,19.5,1156.0,26.3,901.0,45.7,1716.0,46.8,1159.0,33.4,1156.0,26.3,901.0,45.7,1716.0,46.8,1159.0,33.4,1200.8,22.98,29.046514420843387,1.9917329138180644,0.5000000000000003,-0.8660254037844385,-0.9422609221188204,-0.3348796121709864
2004-05-19 17:00:00,1358.0,5,21,19,140,2,17,0,1251.0,24.7,1346.0,20.5,1192.0,22.1,848.0,44.3,1475.0,41.1,1081.0,36.5,1192.0,22.1,848.0,44.3,1475.0,41.1,1081.0,36.5,1219.8,22.66,22.818851855434445,1.3501851724804772,0.5000000000000003,-0.8660254037844385,-0.9976687691905392,-0.06824241336467135
2004-05-19 18:00:00,1379.0,5,21,19,140,2,18,0,1358.0,26.3,1443.0,24.7,1233.0,22.9,846.0,51.4,1262.0,28.9,1083.0,38.6,1233.0,22.9,846.0,51.4,1262.0,28.9,1083.0,38.6,1253.0,23.5,61.028681781603844,2.0432816741669018,0.5000000000000003,-0.8660254037844385,-0.979084087682323,0.20345601305263328
2004-05-19 19:00:00,1379.0,5,21,19,140,2,19,0,1379.0,30.1,1440.0,27.0,1208.0,22.6,848.0,49.2,1156.0,26.3,1069.0,43.0,1208.0,22.6,848.0,49.2,1156.0,26.3,1069.0,43.0,1282.2,24.94,80.79418295892509,3.5189487066433016,0.5000000000000003,-0.8660254037844385,-0.8878852184023756,0.4600650377311516
2004-05-19 20:00:00,1373.0,5,21,19,140,2,20,0,1379.0,31.5,1232.0,30.0,1215.0,21.0,980.0,52.1,1192.0,22.1,940.0,43.6,1215.0,21.0,980.0,52.1,1192.0,22.1,940.0,43.6,1316.4,26.72,77.66466377961254,4.220426518728516,0.5000000000000003,-0.8660254037844385,-0.7308359642781246,0.6825531432186535
2004-05-19 21:00:00,1197.0,5,21,19,140,2,21,0,1373.0,36.5,1159.0,33.4,1251.0,24.7,1408.0,53.4,1233.0,22.9,901.0,45.7,1251.0,24.7,1408.0,53.4,1233.0,22.9,901.0,45.7,1348.0,29.820000000000004,54.89990892524556,4.6402586134813095,0.5000000000000003,-0.8660254037844385,-0.5195839500354336,0.8544194045464886
2004-05-19 22:00:00,1238.0,5,21,19,140,2,22,0,1197.0,41.8,1081.0,36.5,1358.0,26.3,1716.0,46.8,1208.0,22.6,848.0,44.3,1358.0,26.3,1716.0,46.8,1208.0,22.6,848.0,44.3,1337.2,33.239999999999995,78.84288173323105,6.019800661150509,0.5000000000000003,-0.8660254037844385,-0.2697967711570244,0.9629172873477992
2004-05-19 23:00:00,1255.0,5,21,19,140,2,23,0,1238.0,47.1,1083.0,38.6,1379.0,30.1,1475.0,41.1,1215.0,21.0,846.0,51.4,1379.0,30.1,1475.0,41.1,1215.0,21.0,846.0,51.4,1313.2,37.4,88.59006716331274,7.1126647608325335,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0
2004-05-20 00:00:00,1164.0,5,21,20,141,3,0,0,1255.0,52.2,1069.0,43.0,1379.0,31.5,1262.0,28.9,1251.0,24.7,848.0,49.2,1379.0,31.5,1262.0,28.9,1251.0,24.7,848.0,49.2,1288.4,41.82,82.72726273726373,8.222347596641109,0.5000000000000003,-0.8660254037844385,0.0,1.0
2004-05-20 01:00:00,1046.0,5,21,20,141,3,1,0,1164.0,50.1,940.0,43.6,1373.0,36.5,1156.0,26.3,1358.0,26.3,980.0,52.1,1373.0,36.5,1156.0,26.3,1358.0,26.3,980.0,52.1,1245.4,45.54,79.68249494086056,6.389287910244029,0.5000000000000003,-0.8660254037844385,0.2697967711570243,0.9629172873477994
2004-05-20 02:00:00,956.0,5,21,20,141,3,2,0,1046.0,53.0,901.0,45.7,1197.0,41.8,1192.0,22.1,1379.0,30.1,1408.0,53.4,1197.0,41.8,1192.0,22.1,1379.0,30.1,1408.0,53.4,1180.0,48.839999999999996,82.9005428209024,4.548955924164478,0.5000000000000003,-0.8660254037844385,0.5195839500354336,0.8544194045464886
2004-05-20 03:00:00,885.0,5,21,20,141,3,3,0,956.0,51.7,848.0,44.3,1238.0,47.1,1233.0,22.9,1379.0,31.5,1716.0,46.8,1238.0,47.1,1233.0,22.9,1379.0,31.5,1716.0,46.8,1131.8,50.82,128.21934331449475,2.333880888132772,0.5000000000000003,-0.8660254037844385,0.730835964278124,0.6825531432186541
2004-05-20 04:00:00,877.0,5,21,20,141,3,4,0,885.0,46.2,846.0,51.4,1255.0,52.2,1208.0,22.6,1373.0,36.5,1475.0,41.1,1255.0,52.2,1208.0,22.6,1373.0,36.5,1475.0,41.1,1061.2,50.64,150.39182158614966,2.6987033923703776,0.5000000000000003,-0.8660254037844385,0.8878852184023752,0.46006503773115215
2004-05-20 05:00:00,925.0,5,21,20,141,3,5,0,877.0,47.7,848.0,49.2,1164.0,50.1,1215.0,21.0,1197.0,41.8,1262.0,28.9,1164.0,50.1,1215.0,21.0,1197.0,41.8,1262.0,28.9,985.6,49.74,120.69092757950068,2.7969626382901933,0.5000000000000003,-0.8660254037844385,0.9790840876823228,0.20345601305263397
2004-05-20 06:00:00,1086.0,5,21,20,141,3,6,0,925.0,54.1,980.0,52.1,1046.0,53.0,1251.0,24.7,1238.0,47.1,1156.0,26.3,1046.0,53.0,1251.0,24.7,1238.0,47.1,1156.0,26.3,937.8,50.540000000000006,68.3498354058024,3.42680609314145,0.5000000000000003,-0.8660254037844385,0.9976687691905392,-0.06824241336467089
2004-05-20 07:00:00,1490.0,5,21,20,141,3,7,0,1086.0,59.0,1408.0,53.4,956.0,51.7,1358.0,26.3,1255.0,52.2,1192.0,22.1,956.0,51.7,1358.0,26.3,1255.0,52.2,1192.0,22.1,945.8,51.739999999999995,84.59137071829655,5.130594507461251,0.5000000000000003,-0.8660254037844385,0.9422609221188205,-0.33487961217098616
2004-05-20 08:00:00,1763.0,5,21,20,141,3,8,0,1490.0,55.9,1716.0,46.8,885.0,46.2,1379.0,30.1,1164.0,50.1,1233.0,22.9,885.0,46.2,1379.0,30.1,1164.0,50.1,1233.0,22.9,1052.6,52.58,258.67025341155926,5.45591422219885,0.5000000000000003,-0.8660254037844385,0.8169698930104421,-0.576680322114867
2004-05-20 09:00:00,1462.0,5,21,20,141,3,9,0,1763.0,52.8,1475.0,41.1,877.0,47.7,1379.0,31.5,1046.0,53.0,1208.0,22.6,877.0,47.7,1379.0,31.5,1046.0,53.0,1208.0,22.6,1228.2,53.9,384.0712173542822,4.174326292947392,0.5000000000000003,-0.8660254037844385,0.631087944326053,-0.7757112907044197
2004-05-20 10:00:00,1232.0,5,21,20,141,3,10,0,1462.0,46.4,1262.0,28.9,925.0,54.1,1373.0,36.5,956.0,51.7,1215.0,21.0,925.0,54.1,1373.0,36.5,956.0,51.7,1215.0,21.0,1345.2,53.64,336.4962109742104,4.668297334145705,0.5000000000000003,-0.8660254037844385,0.3984010898462418,-0.9172113015054528
2004-05-20 11:00:00,1239.0,5,21,20,141,3,11,0,1232.0,30.0,1156.0,26.3,1086.0,59.0,1197.0,41.8,885.0,46.2,1251.0,24.7,1086.0,59.0,1197.0,41.8,885.0,46.2,1251.0,24.7,1406.6,48.82,259.9592275723258,11.507041322598573,0.5000000000000003,-0.8660254037844385,0.13616664909624665,-0.9906859460363308
2004-05-20 12:00:00,1218.0,5,21,20,141,3,12,0,1239.0,25.8,1192.0,22.1,1490.0,55.9,1238.0,47.1,877.0,47.7,1358.0,26.3,1490.0,55.9,1238.0,47.1,877.0,47.7,1358.0,26.3,1437.2,42.18,218.48272242902937,13.559941002821143,0.5000000000000003,-0.8660254037844385,-0.13616664909624643,-0.9906859460363308
2004-05-20 13:00:00,1235.0,5,21,20,141,3,13,0,1218.0,23.3,1233.0,22.9,1763.0,52.8,1255.0,52.2,925.0,54.1,1379.0,30.1,1763.0,52.8,1255.0,52.2,925.0,54.1,1379.0,30.1,1382.8,35.660000000000004,235.26729479466604,13.14488493673448,0.5000000000000003,-0.8660254037844385,-0.3984010898462412,-0.9172113015054532
2004-05-20 14:00:00,1196.0,5,21,20,141,3,14,0,1235.0,22.3,1208.0,22.6,1462.0,46.4,1164.0,50.1,1086.0,59.0,1379.0,31.5,1462.0,46.4,1164.0,50.1,1086.0,59.0,1379.0,31.5,1277.2,29.560000000000002,103.60839734307395,9.87182860467037,0.5000000000000003,-0.8660254037844385,-0.6310879443260529,-0.7757112907044198
2004-05-20 15:00:00,1288.0,5,21,20,141,3,15,0,1196.0,22.3,1215.0,21.0,1232.0,30.0,1046.0,53.0,1490.0,55.9,1373.0,36.5,1232.0,30.0,1046.0,53.0,1490.0,55.9,1373.0,36.5,1224.0,24.74,17.535677916758583,3.270015290482206,0.5000000000000003,-0.8660254037844385,-0.8169698930104419,-0.5766803221148673
2004-05-20 16:00:00,1248.0,5,21,20,141,3,16,0,1288.0,20.4,1251.0,24.7,1239.0,25.8,956.0,51.7,1763.0,52.8,1197.0,41.8,1239.0,25.8,956.0,51.7,1763.0,52.8,1197.0,41.8,1235.2,22.82,34.03968272473018,1.9690099034761472,0.5000000000000003,-0.8660254037844385,-0.9422609221188204,-0.3348796121709864
2004-05-20 17:00:00,1401.0,5,21,20,141,3,17,0,1248.0,19.3,1358.0,26.3,1218.0,23.3,885.0,46.2,1462.0,46.4,1238.0,47.1,1218.0,23.3,885.0,46.2,1462.0,46.4,1238.0,47.1,1237.0,21.52,34.52535300326839,1.6254230218582941,0.5000000000000003,-0.8660254037844385,-0.9976687691905392,-0.06824241336467135
2004-05-20 18:00:00,1401.0,5,21,20,141,3,18,0,1401.0,20.3,1379.0,30.1,1235.0,22.3,877.0,47.7,1232.0,30.0,1255.0,52.2,1235.0,22.3,877.0,47.7,1232.0,30.0,1255.0,52.2,1273.6,20.919999999999998,78.4302237660986,1.3311649033785624,0.5000000000000003,-0.8660254037844385,-0.979084087682323,0.20345601305263328
2004-05-20 19:00:00,1444.0,5,21,20,141,3,19,0,1401.0,24.8,1379.0,31.5,1196.0,22.3,925.0,54.1,1239.0,25.8,1164.0,50.1,1196.0,22.3,925.0,54.1,1239.0,25.8,1164.0,50.1,1306.8,21.42,91.97119114157596,2.1787611158607847,0.5000000000000003,-0.8660254037844385,-0.8878852184023756,0.4600650377311516
2004-05-20 20:00:00,1379.0,5,21,20,141,3,20,0,1444.0,27.9,1373.0,36.5,1288.0,20.4,1086.0,59.0,1218.0,23.3,1046.0,53.0,1288.0,20.4,1086.0,59.0,1218.0,23.3,1046.0,53.0,1356.4,22.54,83.78723053067392,3.671920478440008,0.5000000000000003,-0.8660254037844385,-0.7308359642781246,0.6825531432186535
2004-05-20 21:00:00,1251.0,5,21,20,141,3,21,0,1379.0,29.9,1197.0,41.8,1248.0,19.3,1490.0,55.9,1235.0,22.3,956.0,51.7,1248.0,19.3,1490.0,55.9,1235.0,22.3,956.0,51.7,1374.6,24.44,74.59423570223302,4.622553406937271,0.5000000000000003,-0.8660254037844385,-0.5195839500354336,0.8544194045464886
2004-05-20 22:00:00,1269.0,5,21,20,141,3,22,0,1251.0,34.4,1238.0,47.1,1401.0,20.3,1763.0,52.8,1196.0,22.3,885.0,46.2,1401.0,20.3,1763.0,52.8,1196.0,22.3,885.0,46.2,1375.2,27.46,73.32257496842497,5.30688232392502,0.5000000000000003,-0.8660254037844385,-0.2697967711570244,0.9629172873477992
2004-05-20 23:00:00,1242.0,5,21,20,141,3,23,0,1269.0,38.0,1255.0,52.2,1401.0,24.8,1462.0,46.4,1288.0,20.4,877.0,47.7,1401.0,24.8,1462.0,46.4,1288.0,20.4,877.0,47.7,1348.8,31.0,84.6061463488339,5.239751902522518,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0
2004-05-21 00:00:00,1045.0,5,21,21,142,4,0,0,1242.0,42.8,1164.0,50.1,1444.0,27.9,1232.0,30.0,1248.0,19.3,925.0,54.1,1444.0,27.9,1232.0,30.0,1248.0,19.3,925.0,54.1,1317.0,34.6,89.8025612106932,6.037797611711482,0.5000000000000003,-0.8660254037844385,0.0,1.0
2004-05-21 01:00:00,937.0,5,21,21,142,4,1,0,1045.0,42.0,1046.0,53.0,1379.0,29.9,1239.0,25.8,1401.0,20.3,1086.0,59.0,1379.0,29.9,1239.0,25.8,1401.0,20.3,1086.0,59.0,1237.2,37.42,120.69879866842214,5.38349328967626,0.5000000000000003,-0.8660254037844385,0.2697967711570243,0.9629172873477994
2004-05-21 02:00:00,875.0,5,21,21,142,4,2,0,937.0,42.0,956.0,51.7,1251.0,34.4,1218.0,23.3,1401.0,24.8,1490.0,55.9,1251.0,34.4,1218.0,23.3,1401.0,24.8,1490.0,55.9,1148.8,39.839999999999996,149.34255923881946,3.573233829458923,0.5000000000000003,-0.8660254037844385,0.5195839500354336,0.8544194045464886
2004-05-21 03:00:00,889.0,5,21,21,142,4,3,0,875.0,41.5,885.0,46.2,1269.0,38.0,1235.0,22.3,1444.0,27.9,1763.0,52.8,1269.0,38.0,1235.0,22.3,1444.0,27.9,1763.0,52.8,1073.6,41.260000000000005,177.10110106941823,1.8809572031255497,0.5000000000000003,-0.8660254037844385,0.730835964278124,0.6825531432186541
2004-05-21 04:00:00,888.0,5,21,21,142,4,4,0,889.0,51.6,877.0,47.7,1242.0,42.8,1196.0,22.3,1379.0,29.9,1462.0,46.4,1242.0,42.8,1196.0,22.3,1379.0,29.9,1462.0,46.4,997.6,43.980000000000004,152.04867641646965,4.2850904307832645,0.5000000000000003,-0.8660254037844385,0.8878852184023752,0.46006503773115215
2004-05-21 05:00:00,881.0,5,21,21,142,4,5,0,888.0,50.2,925.0,54.1,1045.0,42.0,1288.0,20.4,1251.0,34.4,1232.0,30.0,1045.0,42.0,1288.0,20.4,1251.0,34.4,1232.0,30.0,926.8,45.46,70.16551859710218,4.99479729318323,0.5000000000000003,-0.8660254037844385,0.9790840876823228,0.20345601305263397
2004-05-21 06:00:00,998.0,5,21,21,142,4,6,0,881.0,50.2,1086.0,59.0,937.0,42.0,1248.0,19.3,1269.0,38.0,1239.0,25.8,937.0,42.0,1248.0,19.3,1269.0,38.0,1239.0,25.8,894.0,47.1,24.69817807046279,4.9203658400560775,0.5000000000000003,-0.8660254037844385,0.9976687691905392,-0.06824241336467089
2004-05-21 07:00:00,1517.0,5,21,21,142,4,7,0,998.0,54.7,1490.0,55.9,875.0,41.5,1401.0,20.3,1242.0,42.8,1218.0,23.3,875.0,41.5,1401.0,20.3,1242.0,42.8,1218.0,23.3,906.2,49.64,51.630417391304206,4.907443326212857,0.5000000000000003,-0.8660254037844385,0.9422609221188205,-0.33487961217098616
2004-05-21 08:00:00,1522.0,5,21,21,142,4,8,0,1517.0,51.3,1763.0,52.8,889.0,51.6,1401.0,24.8,1045.0,42.0,1235.0,22.3,889.0,51.6,1401.0,24.8,1045.0,42.0,1235.0,22.3,1034.6,51.6,274.01332084407926,1.8452642087222633,0.5000000000000003,-0.8660254037844385,0.8169698930104421,-0.576680322114867
2004-05-21 09:00:00,1417.0,5,21,21,142,4,9,0,1522.0,46.2,1462.0,46.4,888.0,50.2,1444.0,27.9,937.0,42.0,1196.0,22.3,888.0,50.2,1444.0,27.9,937.0,42.0,1196.0,22.3,1161.2,50.52,330.36146869754697,3.039243326881089,0.5000000000000003,-0.8660254037844385,0.631087944326053,-0.7757112907044197
2004-05-21 10:00:00,1329.0,5,21,21,142,4,10,0,1417.0,40.0,1232.0,30.0,881.0,50.2,1379.0,29.9,875.0,41.5,1288.0,20.4,881.0,50.2,1379.0,29.9,875.0,41.5,1288.0,20.4,1267.0,48.480000000000004,304.70559561649065,5.628232404582358,0.5000000000000003,-0.8660254037844385,0.3984010898462418,-0.9172113015054528
2004-05-21 11:00:00,1203.0,5,21,21,142,4,11,0,1329.0,27.0,1239.0,25.8,998.0,54.7,1251.0,34.4,889.0,51.6,1248.0,19.3,998.0,54.7,1251.0,34.4,889.0,51.6,1248.0,19.3,1356.6,43.84,215.69028721757573,10.925795165569882,0.5000000000000003,-0.8660254037844385,0.13616664909624665,-0.9906859460363308
2004-05-21 12:00:00,1234.0,5,21,21,142,4,12,0,1203.0,23.8,1218.0,23.3,1517.0,51.3,1269.0,38.0,888.0,50.2,1401.0,20.3,1517.0,51.3,1269.0,38.0,888.0,50.2,1401.0,20.3,1397.6,37.66,134.79910978934663,11.939346715796022,0.5000000000000003,-0.8660254037844385,-0.13616664909624643,-0.9906859460363308
2004-05-21 13:00:00,1286.0,5,21,21,142,4,13,0,1234.0,23.7,1235.0,22.3,1522.0,46.2,1242.0,42.8,881.0,50.2,1401.0,24.8,1522.0,46.2,1242.0,42.8,881.0,50.2,1401.0,24.8,1341.0,32.14,131.50475276582333,10.328020139406608,0.5000000000000003,-0.8660254037844385,-0.3984010898462412,-0.9172113015054532
2004-05-21 14:00:00,1298.0,5,21,21,142,4,14,0,1286.0,21.7,1196.0,22.3,1417.0,40.0,1045.0,42.0,998.0,54.7,1444.0,27.9,1417.0,40.0,1045.0,42.0,998.0,54.7,1444.0,27.9,1293.8,27.24,84.11123587250589,7.381260055030426,0.5000000000000003,-0.8660254037844385,-0.6310879443260529,-0.7757112907044198
2004-05-21 15:00:00,1308.0,5,21,21,142,4,15,0,1298.0,21.5,1288.0,20.4,1329.0,27.0,937.0,42.0,1517.0,51.3,1379.0,29.9,1329.0,27.0,937.0,42.0,1517.0,51.3,1379.0,29.9,1270.0,23.54,50.75923561284506,2.2142718893548796,0.5000000000000003,-0.8660254037844385,-0.8169698930104419,-0.5766803221148673
2004-05-21 16:00:00,1276.0,5,21,21,142,4,16,0,1308.0,19.5,1248.0,19.3,1203.0,23.8,875.0,41.5,1522.0,46.2,1251.0,34.4,1203.0,23.8,875.0,41.5,1522.0,46.2,1251.0,34.4,1265.8,22.04,45.22388749322994,1.7826945896555049,0.5000000000000003,-0.8660254037844385,-0.9422609221188204,-0.3348796121709864
2004-05-21 17:00:00,1234.0,5,21,21,142,4,17,0,1276.0,18.6,1401.0,20.3,1234.0,23.7,889.0,51.6,1417.0,40.0,1269.0,38.0,1234.0,23.7,889.0,51.6,1417.0,40.0,1269.0,38.0,1280.4,21.0,28.614681546372662,2.0024984394467964,0.5000000000000003,-0.8660254037844385,-0.9976687691905392,-0.06824241336467135
2004-05-21 18:00:00,1419.0,5,21,21,142,4,18,0,1234.0,22.6,1401.0,24.8,1286.0,21.7,888.0,50.2,1329.0,27.0,1242.0,42.8,1286.0,21.7,888.0,50.2,1329.0,27.0,1242.0,42.8,1280.4,20.78,28.614681546372662,1.6634301908967581,0.5000000000000003,-0.8660254037844385,-0.979084087682323,0.20345601305263328
2004-05-21 19:00:00,1325.0,5,21,21,142,4,19,0,1419.0,25.7,1444.0,27.9,1298.0,21.5,881.0,50.2,1203.0,23.8,1045.0,42.0,1298.0,21.5,881.0,50.2,1203.0,23.8,1045.0,42.0,1307.0,21.580000000000002,68.76772498781911,2.794100928740215,0.5000000000000003,-0.8660254037844385,-0.8878852184023756,0.4600650377311516
2004-05-21 20:00:00,1346.0,5,21,21,142,4,20,0,1325.0,24.9,1379.0,29.9,1308.0,19.5,998.0,54.7,1234.0,23.7,937.0,42.0,1308.0,19.5,998.0,54.7,1234.0,23.7,937.0,42.0,1312.4,22.26,68.94418032002643,3.1595885808103286,0.5000000000000003,-0.8660254037844385,-0.7308359642781246,0.6825531432186535
2004-05-21 21:00:00,1241.0,5,21,21,142,4,21,0,1346.0,29.4,1251.0,34.4,1276.0,18.6,1517.0,51.3,1286.0,21.7,875.0,41.5,1276.0,18.6,1517.0,51.3,1286.0,21.7,875.0,41.5,1320.0,24.240000000000002,70.41661735698698,3.9903633919716253,0.5000000000000003,-0.8660254037844385,-0.5195839500354336,0.8544194045464886
2004-05-21 22:00:00,1274.0,5,21,21,142,4,22,0,1241.0,32.1,1269.0,38.0,1234.0,22.6,1522.0,46.2,1298.0,21.5,889.0,51.6,1234.0,22.6,1522.0,46.2,1298.0,21.5,889.0,51.6,1313.0,26.939999999999998,77.28842086626119,3.7819307238482933,0.5000000000000003,-0.8660254037844385,-0.2697967711570244,0.9629172873477992
2004-05-21 23:00:00,1321.0,5,21,21,142,4,23,0,1274.0,35.9,1242.0,42.8,1419.0,25.7,1417.0,40.0,1308.0,19.5,888.0,50.2,1419.0,25.7,1417.0,40.0,1308.0,19.5,888.0,50.2,1321.0,29.6,68.6549342727842,4.562893818618623,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0
2004-05-22 00:00:00,1424.0,5,21,22,143,5,0,1,1321.0,37.2,1045.0,42.0,1325.0,24.9,1329.0,27.0,1276.0,18.6,881.0,50.2,1325.0,24.9,1329.0,27.0,1276.0,18.6,881.0,50.2,1301.4,31.9,42.805373494461165,4.984475900231474,0.5000000000000003,-0.8660254037844385,0.0,1.0
2004-05-22 01:00:00,1357.0,5,21,22,143,5,1,1,1424.0,41.9,937.0,42.0,1346.0,29.4,1203.0,23.8,1234.0,22.6,998.0,54.7,1346.0,29.4,1203.0,23.8,1234.0,22.6,998.0,54.7,1321.2,35.3,70.43223693735929,4.810925066968805,0.5000000000000003,-0.8660254037844385,0.2697967711570243,0.9629172873477994
2004-05-22 02:00:00,1123.0,5,21,22,143,5,2,1,1357.0,46.1,875.0,41.5,1241.0,32.1,1234.0,23.7,1419.0,25.7,1517.0,51.3,1241.0,32.1,1234.0,23.7,1419.0,25.7,1517.0,51.3,1323.4,38.64,71.56325872960453,5.445915900928808,0.5000000000000003,-0.8660254037844385,0.5195839500354336,0.8544194045464886
2004-05-22 03:00:00,1003.0,5,21,22,143,5,3,1,1123.0,47.6,889.0,51.6,1274.0,35.9,1286.0,21.7,1325.0,24.9,1522.0,46.2,1274.0,35.9,1286.0,21.7,1325.0,24.9,1522.0,46.2,1299.8,41.739999999999995,112.9942476411977,5.198365127613647,0.5000000000000003,-0.8660254037844385,0.730835964278124,0.6825531432186541
2004-05-22 04:00:00,951.0,5,21,22,143,5,4,1,1003.0,46.3,888.0,50.2,1321.0,37.2,1298.0,21.5,1346.0,29.4,1417.0,40.0,1321.0,37.2,1298.0,21.5,1346.0,29.4,1417.0,40.0,1245.6,43.82000000000001,175.93123656701871,4.276330202403683,0.5000000000000003,-0.8660254037844385,0.8878852184023752,0.46006503773115215
2004-05-22 05:00:00,941.0,5,21,22,143,5,5,1,951.0,49.8,881.0,50.2,1424.0,41.9,1308.0,19.5,1241.0,32.1,1329.0,27.0,1424.0,41.9,1308.0,19.5,1241.0,32.1,1329.0,27.0,1171.6,46.339999999999996,210.6722573097851,2.8866936103421637,0.5000000000000003,-0.8660254037844385,0.9790840876823228,0.20345601305263397
2004-05-22 06:00:00,986.0,5,21,22,143,5,6,1,941.0,53.8,998.0,54.7,1357.0,46.1,1276.0,18.6,1274.0,35.9,1203.0,23.8,1357.0,46.1,1276.0,18.6,1274.0,35.9,1203.0,23.8,1075.0,48.72,173.45316370709497,3.1995312156612243,0.5000000000000003,-0.8660254037844385,0.9976687691905392,-0.06824241336467089
2004-05-22 07:00:00,1153.0,5,21,22,143,5,7,1,986.0,53.5,1517.0,51.3,1123.0,47.6,1234.0,22.6,1321.0,37.2,1234.0,23.7,1123.0,47.6,1234.0,22.6,1321.0,37.2,1234.0,23.7,1000.8,50.2,72.82307326665284,3.3904277016315807,0.5000000000000003,-0.8660254037844385,0.9422609221188205,-0.33487961217098616
